,ParticipantID,Run,Condition,ConditionName,Question,QuestionNumber,peerName,left_or_right,FirstButtonPressTime,CorrectButtonPressTime,ParticipantsFirstAnswer,First_RT,Correct_RT,ItemStart,ItemEnd,FeedbackStart,FeedbackEnd,ItemDur,FeedbackDur,Real_ITI,Real_ISI,TrialStart,TrialEnd,TrialEnd_Length,FixStart,FixDur,FixEnd
0,SCN_120,1,3,HighReward_DisPeer,Like cartoons,35.0,Shiloh,R,9.134781400003703,9.134781400003703,R,0.9029022999748122,0.9029022999748122,6.706737600004999,9.417389100010041,13.441571300005307,15.44224450000911,2.710651500005042,2.0006732000038028,1.155994600005215,4.024169300013455,6.181903399992734,15.442296299996087,10.425369300006423,0.01662939999368973,5.000237800006289,5.016867199999979
1,SCN_120,1,1,LowReward_Computer,Like bowling,48.0,Computer,L,19.93277929999749,19.93277929999749,L,0.5968903000175487,0.5968903000175487,17.80910589999985,20.220801899995422,22.90913700000965,24.908921800000826,2.4116959999955725,1.9997847999911755,1.8159458999871276,2.68832200000179,17.277915300015593,24.908976000006078,9.460902799997712,N/A,N/A,N/A
2,SCN_120,1,5,HighReward_SimPeer,A reader,29.0,Charlie,L,30.85871319999569,30.85871319999569,L,0.6526509000104852,0.6526509000104852,28.677979800006142,31.14106080000056,33.52889780001715,35.52994150001905,2.4630809999944177,2.001043700001901,3.216363799991086,2.387824499979615,28.145936700020684,35.52999060001457,10.615348399995128,N/A,N/A,N/A
3,SCN_120,1,4,HighReward_Computer,Like watching Youtube,158.0,Computer,R,43.91204369999468,43.91204369999468,R,0.5982802000071388,0.5982802000071388,41.78574300001492,44.19871250001597,47.72194909999962,49.72178409999469,2.4129695000010543,1.9998349999950733,5.719631800020579,3.52322400000412,41.2689473000064,49.721837699995376,14.186381200008327,N/A,N/A,N/A
4,SCN_120,1,4,HighReward_Computer,Like Starbucks,50.0,Computer,L,57.49366710000322,57.49366710000322,L,0.6547564000065904,0.6547564000065904,55.309813400002895,57.77396960000624,59.82780920001096,61.827897000010125,2.4641562000033446,2.0000877999991644,5.048847300000489,2.05382670002291,54.79122300000745,61.827948199992534,12.100600100005977,N/A,N/A,N/A
5,SCN_120,1,5,HighReward_SimPeer,Like broccoli,34.0,Charlie,L,67.7479866000067,67.7479866000067,L,0.45629810000536963,0.45629810000536963,65.7614181000099,68.02637969999341,71.73328750001383,73.73374120000517,2.2649615999835078,2.00045369999134,3.3838538999843877,3.706894500006456,65.23209110001335,73.73379779999959,11.900248200021451,N/A,N/A,N/A
6,SCN_120,1,0,LowReward_DisPeer,Like football,202.0,Shiloh,R,79.74599369999487,79.74599369999487,R,0.5488136000058148,0.5488136000058148,77.66845080000348,80.03200760000618,82.60357199999271,84.60289850001573,2.363556800002698,1.9993265000230167,3.390359200013336,2.571552100009285,77.14403110000421,84.60295230001793,10.863120900001377,N/A,N/A,N/A
7,SCN_120,1,3,HighReward_DisPeer,Like mysteries,6.0,Shiloh,L,90.91148569999496,90.91148569999496,L,0.8440790000022389,0.8440790000022389,88.53837769999518,91.20282000000589,95.31050079999841,97.30993360001594,2.6644423000107054,1.99943280001753,3.3991705999942496,4.107667800009949,88.02310920000309,97.30998550000368,12.70130319998134,N/A,N/A,N/A
8,SCN_120,1,0,LowReward_DisPeer,Like documentaries,183.0,Shiloh,L,103.88485689999652,103.88485689999652,L,0.6930219000205398,0.6930219000205398,101.66198100001202,104.17695449999883,109.1863272000046,111.1861065000121,2.5149734999868087,1.9997793000075035,3.805072499992093,5.009359999996377,101.13597220001975,111.18615960000898,13.870156799996039,N/A,N/A,N/A
9,SCN_120,1,5,HighReward_SimPeer,Don't like playing clarinet,45.0,Charlie,L,116.36231300001964,116.36231300001964,L,0.6471574000024702,0.6471574000024702,114.18641789999674,116.65019460002077,119.23837659999845,121.23788760000025,2.4637767000240274,1.999511000001803,2.4594037999922875,2.5881693999981508,113.66615130001446,121.23793860001024,10.045968599995831,N/A,N/A,N/A
10,SCN_120,1,5,HighReward_SimPeer,Like Disney,156.0,Charlie,R,127.67259020000347,127.67259020000347,R,0.6864268999779597,0.6864268999779597,125.45616630002041,127.95458520000102,130.6095098000078,132.60890240001027,2.4984188999806065,1.9993926000024658,3.6711355000152253,2.6549112000211608,124.92993579999893,132.608948100009,11.365069599996787,N/A,N/A,N/A
11,SCN_120,1,4,HighReward_Computer,Don't like poetry,160.0,Computer,R,141.06115340001998,141.06115340001998,R,0.7167877000174485,0.7167877000174485,138.81521180001437,141.34620440000435,145.10323170002084,147.10303270001896,2.530992599989986,1.999800999998115,5.66030619997764,3.757014100003289,138.29028360001394,147.10308160001296,14.488187100010691,N/A,N/A,N/A
12,SCN_120,1,4,HighReward_Computer,Like to stay at home,119.0,Computer,R,155.29891509999288,155.29891509999288,R,0.6278922000201419,0.6278922000201419,153.14254040000378,155.589398000011,158.46145500001148,160.46180330001516,2.446857600007206,2.0003483000036795,5.49969019999844,2.8720440000179224,152.62334150000243,160.46186700000544,13.352876899996772,N/A,N/A,N/A
